"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2470076676466454003",="2470076676466454003","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","139.00","128.58","没有申请退款","无退款申请","2022-02-16 02:34:46","2022-02-16 02:34:56"
="1489295787219790398",="1489295787219790398","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","178.93","178.93","没有申请退款","无退款申请","2022-02-16 02:13:40","2022-02-16 02:13:50"
="2471435138325811556",="2471435138325811556","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004060","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443004060",="null","307.59","307.59","没有申请退款","无退款申请","2022-02-16 01:07:04","2022-02-16 01:07:12"
="1489284303866138382",="1489284303866138382","【暖春价】Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443005340",="null","276.52","276.52","没有申请退款","无退款申请","2022-02-16 00:56:53","2022-02-16 00:57:03"
="2471427578906783726",="2471427578906783726","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-16 00:53:23","2022-02-16 00:53:34"
="1488333036819957076",="1488333036819957076","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100953",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-16 00:35:26","2022-02-16 00:35:30"
="2472087531418909632",="2472087531418909632","【暖春价】Lovetodream 新生婴儿防惊跳睡袋宝宝襁褓投降式防踢被四季通用款","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","177.41","177.41","没有申请退款","无退款申请","2022-02-16 00:30:52","2022-02-16 00:31:04"
="2470035960297685951",="2470035960297685951","【暖春价】Love to dream 婴儿睡袋襁褓新生儿保暖睡袋防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【建议大一码】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443002257",="null","134.63","134.63","没有申请退款","无退款申请","2022-02-16 00:29:30","2022-02-16 00:29:35"
="2471406662967906851",="2471406662967906851","【暖春价】lovetodream婴儿宝宝过渡期睡袋春夏轻薄款襁褓防惊跳投降式睡姿","509.00","1","9343443006811","颜色分类：白色（春夏轻薄款）0.2TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443006811",="null","331.00","331.00","没有申请退款","无退款申请","2022-02-16 00:15:47","2022-02-16 00:15:52"
="2471389922869841414",="2471389922869841414","【暖春价】Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005333","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","交易关闭","9343443005333",="null","306.62","306.62","退款成功","306.62","2022-02-15 23:54:08","2022-02-15 23:54:21"
="2472056895858304657",="2472056895858304657","【暖春价】lovetodream新生婴儿襁褓期竹纤维宝宝薄睡袋防踢被防惊跳投降式","439.00","1","9343443100847","颜色分类：白色星星（竹纤维春夏轻薄款）0.2TOG;长度：【尺码详询客服】M：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443100847",="null","315.91","315.91","没有申请退款","无退款申请","2022-02-15 23:53:33","2022-02-15 23:54:07"
="1489212410764735873",="1489212410764735873","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易关闭","9343443100953",="null","284.92","284.92","退款成功","284.92","2022-02-15 23:53:08","2022-02-15 23:53:16"
="2471043061091039301",="2471043061091039301","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002059","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443002059",="null","133.64","133.64","没有申请退款","无退款申请","2022-02-15 23:41:52","2022-02-15 23:41:54"
="1489159345897612581",="1489159345897612581","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443000840",="null","315.97","315.97","没有申请退款","无退款申请","2022-02-15 23:37:37","2022-02-15 23:37:44"
="1489251867675635093",="1489251867675635093","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004077","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443004077",="null","338.01","338.01","没有申请退款","无退款申请","2022-02-15 23:26:33","2022-02-15 23:26:41"
="1489248951898091290",="1489248951898091290","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","交易关闭","9343443000307",="null","263.45","263.45","退款成功","263.45","2022-02-15 23:22:09","2022-02-15 23:22:15"
="2472023775417422811",="2472023775417422811","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","238.39","210.52","没有申请退款","无退款申请","2022-02-15 23:19:12","2022-02-15 23:19:22"
="2471012533252426237",="2471012533252426237","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","278.39","278.39","退款成功","278.39","2022-02-15 23:13:26","2022-02-15 23:13:35"
="2471998323820817026",="2471998323820817026","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","117.59","117.59","没有申请退款","无退款申请","2022-02-15 22:59:49","2022-02-15 22:59:56"
="1489134073897168875",="1489134073897168875","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","178.22","178.22","没有申请退款","无退款申请","2022-02-15 22:51:49","2022-02-15 22:51:53"
="2469929832526355959",="2469929832526355959","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004251","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443004251",="null","281.44","281.44","没有申请退款","无退款申请","2022-02-15 22:43:06","2022-02-15 22:43:52"
="2469928788204940404",="2469928788204940404","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","281.90","281.90","没有申请退款","无退款申请","2022-02-15 22:41:10","2022-02-15 22:41:29"
="2471974131646393613",="2471974131646393613","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","口水巾","卖家已发货，等待买家确认","9343443000840",="null","281.38","281.38","没有申请退款","无退款申请","2022-02-15 22:39:51","2022-02-15 22:39:58"
="1489221519256053991",="1489221519256053991","【暖春价】lovetodream新生婴儿宝宝襁褓期睡袋夏季薄款防惊跳投降式睡姿","399.00","1","9343443007979","颜色分类：蓝色星空（春夏轻薄款）0.2TOG;长度：【尺码详询客服】S码：3.5-6kg (约1-3个月)","null","null","卖家已发货，等待买家确认","9343443007979",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-15 22:32:22","2022-02-15 22:32:27"
="1489200963910333594",="1489200963910333594","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","264.75","264.75","没有申请退款","无退款申请","2022-02-15 22:01:34","2022-02-15 22:01:51"
="1489142858112023278",="1489142858112023278","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","2","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","交易关闭","9343443000307",="null","488.31","488.31","退款成功","488.31","2022-02-15 21:55:57","2022-02-15 21:56:02"
="2471910303640427803",="2471910303640427803","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","238.76","238.76","没有申请退款","无退款申请","2022-02-15 21:54:33","2022-02-15 21:54:38"
="1489130942317856185",="1489130942317856185","【暖春价】lovetodream婴儿睡袋一体式分腿宝宝睡袋防踢被连体睡袋哈衣爬服","329.00","1","9343443100663","颜色分类：兔子花色;长度：【尺码详询客服】XL码：11-14kg (约12-18个月)","null","null","卖家已发货，等待买家确认","9343443100663",="null","204.86","204.86","没有申请退款","无退款申请","2022-02-15 21:39:19","2022-02-15 21:39:22"
="2469826332537897936",="2469826332537897936","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","138.89","138.89","没有申请退款","无退款申请","2022-02-15 21:31:06","2022-02-15 21:31:09"
="1489077301358520974",="1489077301358520974","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","144.16","144.16","没有申请退款","无退款申请","2022-02-15 21:30:32","2022-02-15 21:30:39"
="2470856509114504953",="2470856509114504953","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-15 21:22:04","2022-02-15 21:22:10"
