Item ID,Qty,Rate,External ID,Date,Department,Location,Currency,Customer,Gross Amount,Price Level,VAT,PO,Payment Method,Memo,Account,Cus Checking,New Cus Checking
91,1,118.26,JY113378844598,06/02/2022,22,76,CNY,3760095,133.63,Custom,,2454113378888386841,,2454113378888386841,2069,19,Tmall
3022,1,238.43,JY114759544601,09/02/2022,22,76,CNY,3760095,269.43,Custom,,2460114759560186471,,2460114759560186471,2069,19,Tmall
1861,1,135.96,JY120249144601,09/02/2022,22,76,CNY,3760095,153.63,Custom,,2458120249196140034,,2458120249196140034,2069,19,Tmall
55,1,205.76,JY120309344602,10/02/2022,22,76,CNY,3760095,232.51,Custom,,2461120309355610265,,2461120309355610265,2069,19,Tmall
1850,1,160.32,JY121429144600,08/02/2022,22,76,CNY,3760095,181.16,Custom,,2457121429141895222,,2457121429141895222,2069,19,Tmall
51,1,210.96,JY123019744599,07/02/2022,22,76,CNY,3760095,238.39,Custom,,1484123019701450895,,1484123019701450895,2069,19,Tmall
1855,1,281.45,JY123850744601,09/02/2022,22,76,CNY,3760095,318.04,Custom,,2458123850748021612,,2458123850748021612,2069,19,Tmall
3022,1,241.42,JY124603444602,10/02/2022,22,76,CNY,3760095,272.8,Custom,,2462124603429273230,,2462124603429273230,2069,19,Tmall
54,1,228.66,JY128444744599,07/02/2022,22,76,CNY,3760095,258.39,Custom,,1483128444743880489,,1483128444743880489,2069,19,Tmall
55,1,246.36,JY131299544602,10/02/2022,22,76,CNY,3760095,278.39,Custom,,2462131299543287461,,2462131299543287461,2069,19,Tmall
1861,1,153.65,JY137768444599,07/02/2022,22,76,CNY,3760095,173.63,Custom,,1483137768486830075,,1483137768486830075,2069,19,Tmall
1243,1,118.26,JY137923144602,10/02/2022,22,76,CNY,3760095,133.63,Custom,,2462137923171284700,,2462137923171284700,2069,19,Tmall
104,1,323.89,JY139867944602,10/02/2022,22,76,CNY,3760095,366.0,Custom,,2462139867918607347,,2462139867918607347,2069,19,Tmall
60,1,210.96,JY141666044598,06/02/2022,22,76,CNY,3760095,238.39,Custom,,2453141666020736126,,2453141666020736126,2069,19,Tmall
94,1,155.12,JY142580844600,08/02/2022,22,76,CNY,3760095,175.28,Custom,,2455142580864286353,,2455142580864286353,2069,19,Tmall
