"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2462325087372390670",="2462325087372390670","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 23:54:24","2022-02-10 23:54:34"
="2460245940988107955",="2460245940988107955","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","买家已付款，等待卖家发货","9343443004787",="null","136.17","136.17","没有申请退款","无退款申请","2022-02-10 23:47:05","2022-02-10 23:47:14"
="2462313387628936204",="2462313387628936204","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443005920",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-10 23:43:57","2022-02-10 23:44:03"
="2462312631350848722",="2462312631350848722","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","买家已付款，等待卖家发货","9343443000321",="null","285.87","285.87","没有申请退款","无退款申请","2022-02-10 23:41:57","2022-02-10 23:42:01"
="2461303441966108437",="2461303441966108437","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443000376",="null","281.76","281.76","没有申请退款","无退款申请","2022-02-10 23:31:19","2022-02-10 23:31:38"
="2461290589718608565",="2461290589718608565","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005913","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","买家已付款，等待卖家发货","9343443005913",="null","178.95","178.95","没有申请退款","无退款申请","2022-02-10 23:18:52","2022-02-10 23:19:05"
="1485832010979437490",="1485832010979437490","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000369","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","买家已付款，等待卖家发货","9343443000369",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-10 23:10:26","2022-02-10 23:10:38"
="2461610126755109035",="2461610126755109035","Love to dream 婴儿睡袋襁褓新生儿保暖睡袋防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【建议大一码】M码：6-8.5kg (约3-6个月)","null","null","交易关闭","9343443005951",="null","348.23","348.23","退款成功","348.23","2022-02-10 22:49:09","2022-02-10 22:49:14"
="2460148416923116964",="2460148416923116964","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","买家已付款，等待卖家发货","9343443000840",="null","316.54","292.80","没有申请退款","无退款申请","2022-02-10 22:38:19","2022-02-10 22:38:23"
="2461232341289069452",="2461232341289069452","Love to dream 婴幼儿过渡期睡袋 秋冬季保暖款防惊跳投降式睡袋","539.00","1","9343443004756","颜色分类：薄荷绿 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】XL：11-14kg (约9-12个月)","null","null","买家已付款，等待卖家发货","9343443004756",="null","347.50","347.50","没有申请退款","无退款申请","2022-02-10 22:34:34","2022-02-10 22:34:43"
="2460142728482580816",="2460142728482580816","lovetodream婴儿睡袋襁褓分腿睡袋四季通用款防惊跳投降式睡袋","499.00","1","9343443005487","颜色分类：灰色（四季通用款） 1.0TOG;长度：【建议大一码】XL码：11-14kg (约9-12个月)","null","口水巾。直播间送的。","买家已付款，等待卖家发货","9343443005487",="null","298.23","298.23","没有申请退款","无退款申请","2022-02-10 22:33:10","2022-02-10 22:33:21"
="2461220497589046970",="2461220497589046970","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","买家已付款，等待卖家发货","9343443004787",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-10 22:28:39","2022-02-10 22:28:51"
="2462148939039174724",="2462148939039174724","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443005920",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-10 21:48:46","2022-02-10 21:48:53"
="2462139867918607347",="2462139867918607347","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","买家已付款，等待卖家发货","9343443000833",="null","366.00","366.00","没有申请退款","无退款申请","2022-02-10 21:46:50","2022-02-10 21:46:53"
="2462137923171284700",="2462137923171284700","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","买家已付款，等待卖家发货","9343443004787",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-10 21:43:26","2022-02-10 21:43:31"
="2462131299543287461",="2462131299543287461","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-10 21:40:54","2022-02-10 21:41:01"
="2462124603429273230",="2462124603429273230","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","买家已付款，等待卖家发货","9343443102070",="null","272.80","272.80","没有申请退款","无退款申请","2022-02-10 21:36:26","2022-02-10 21:36:30"
="2461477718372443903",="2461477718372443903","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005913","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","买家已付款，等待卖家发货","9343443005913",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 21:31:16","2022-02-10 21:31:22"
="2461120309355610265",="2461120309355610265","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","已点赞100个","买家已付款，等待卖家发货","9343443000376",="null","232.51","232.51","没有申请退款","无退款申请","2022-02-10 21:28:39","2022-02-10 21:28:49"
="2461434374027095139",="2461434374027095139","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","买家已付款，等待卖家发货","9343443004787",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-10 21:07:35","2022-02-10 21:07:42"
="2462050119041603508",="2462050119041603508","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443005951",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-10 20:56:27","2022-02-10 20:56:38"
="2459946060076869819",="2459946060076869819","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443002042",="null","133.63","128.62","没有申请退款","无退款申请","2022-02-10 20:42:03","2022-02-10 20:46:04"
="2461956123243170514",="2461956123243170514","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 20:11:33","2022-02-10 20:11:41"
="2460957805128080564",="2460957805128080564","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","买家已付款，等待卖家发货","9343443102070",="null","259.43","259.43","没有申请退款","无退款申请","2022-02-10 20:04:53","2022-02-10 20:05:01"
="2461929663666304020",="2461929663666304020","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443005920",="null","179.00","179.00","没有申请退款","无退款申请","2022-02-10 19:59:10","2022-02-10 19:59:17"
="2460930913520034471",="2460930913520034471","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443005920",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 19:53:53","2022-02-10 19:53:57"
="1485793599405149477",="1485793599405149477","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","口水巾","买家已付款，等待卖家发货","9343443000833",="null","316.00","316.00","没有申请退款","无退款申请","2022-02-10 19:48:17","2022-02-10 19:48:30"
="1484820192556851181",="1484820192556851181","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","买家已付款，等待卖家发货","9343443102070",="null","289.43","289.43","没有申请退款","无退款申请","2022-02-10 19:47:07","2022-02-10 19:47:20"
="2461248146832436063",="2461248146832436063","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","买家已付款，等待卖家发货","9343443004787",="null","178.49","178.49","没有申请退款","无退款申请","2022-02-10 19:38:31","2022-02-10 19:38:36"
="2461216826534049321",="2461216826534049321","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443000376",="null","283.75","283.75","没有申请退款","无退款申请","2022-02-10 19:22:02","2022-02-10 19:22:04"
="1485657877478004787",="1485657877478004787","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","买家已付款，等待卖家发货","9343443005340",="null","315.78","315.78","没有申请退款","无退款申请","2022-02-10 19:16:55","2022-02-10 19:17:00"
="1484796612832839778",="1484796612832839778","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443005951",="null","133.63","123.61","没有申请退款","无退款申请","2022-02-10 19:09:27","2022-02-10 19:09:35"
="2460715093993080564",="2460715093993080564","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","238.39","238.39","退款成功","238.39","2022-02-10 18:11:25","2022-02-10 18:11:33"
="2460960758595640016",="2460960758595640016","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443005920",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 17:23:34","2022-02-10 17:23:38"
="1485579325647504693",="1485579325647504693","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443005951",="null","133.63","133.63","退款成功","133.63","2022-02-10 17:13:54","2022-02-10 17:13:59"
="1484716584858754083",="1484716584857754083","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","买家已付款，等待卖家发货","9343443005340",="null","316.00","316.00","没有申请退款","无退款申请","2022-02-10 17:07:17","2022-02-10 17:07:21"
="1484716584859754083",="1484716584857754083","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005371","颜色分类：粉红色 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","买家已付款，等待卖家发货","9343443005371",="null","316.00","316.00","没有申请退款","无退款申请","2022-02-10 17:07:17","2022-02-10 17:07:21"
="2460575017036084467",="2460575017036084467","Love to dream新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","交易关闭","9343443000307",="null","247.00","247.00","退款成功","247.00","2022-02-10 17:04:50","2022-02-10 17:04:53"
="2460920906120084467",="2460920906120084467","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","交易关闭","9343443000307",="null","246.47","246.47","退款成功","246.47","2022-02-10 17:04:03","2022-02-10 17:04:06"
="2460555433475986849",="2460555433475986849","Love to dream 婴儿睡袋竹纤维春秋轻薄款防踢被防惊跳投降式睡袋","439.00","1","9343443009584","颜色分类：灰色波点(竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","买家已付款，等待卖家发货","9343443009584",="null","314.24","314.24","没有申请退款","无退款申请","2022-02-10 16:56:47","2022-02-10 16:56:50"
="2460525913877975672",="2460525913877975672","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000857","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","买家已付款，等待卖家发货","9343443000857",="null","355.02","355.02","没有申请退款","无退款申请","2022-02-10 16:51:17","2022-02-10 16:51:21"
="1485563953507539082",="1485563953507539082","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005913","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","买家已付款，等待卖家发货","9343443005913",="null","138.73","138.73","没有申请退款","无退款申请","2022-02-10 16:49:44","2022-02-10 16:50:05"
="2460881486189522668",="2460881486189522668","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443000376",="null","238.39","216.94","没有申请退款","无退款申请","2022-02-10 16:45:23","2022-02-10 16:45:37"
="1485582782381754083",="1485582782381754083","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","283.66","283.66","卖家拒绝退款","0.00","2022-02-10 16:12:35","2022-02-10 16:12:40"
="2460435193600094247",="2460435193600094247","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","238.39","218.73","退款成功","238.39","2022-02-10 15:59:07","2022-02-10 15:59:15"
="2460759806142653461",="2460759806142653461","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443000840",="null","315.02","315.02","没有申请退款","无退款申请","2022-02-10 15:44:30","2022-02-10 15:44:36"
="2461363707894468412",="2461363707894468412","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443102070",="null","309.43","309.43","没有申请退款","无退款申请","2022-02-10 15:32:28","2022-02-10 15:32:31"
="2460371293122677543",="2460371293122677543","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443000840",="null","315.02","315.02","没有申请退款","无退款申请","2022-02-10 15:25:24","2022-02-10 15:25:35"
="2459262600231008737",="2459262600231008737","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","282.92","282.92","没有申请退款","无退款申请","2022-02-10 15:14:40","2022-02-10 15:14:44"
="2459252052572221263",="2459252052572221263","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","136.10","136.10","没有申请退款","无退款申请","2022-02-10 15:10:52","2022-02-10 15:11:07"
="2460310129774486672",="2460310129774486672","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","177.80","177.80","没有申请退款","无退款申请","2022-02-10 14:56:26","2022-02-10 14:56:33"
="2461251927885268440",="2461251927884268440","Love to dream 婴儿襁褓睡袋过渡期可拆袖春季款分腿式睡袋","499.00","1","9343443006668","颜色分类：白色 (春夏轻薄款) 0.2TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","等待买家付款","9343443006668",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-10 14:37:23",""
="2461251927886268440",="2461251927884268440","lovetodream婴儿宝宝过渡期睡袋春夏轻薄款襁褓防惊跳投降式睡姿","509.00","1","9343443006804","颜色分类：白色（春夏轻薄款）0.2TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","等待买家付款","9343443006804",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-10 14:37:23",""
="2461245807264770566",="2461245807264770566","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004268","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443004268",="null","315.02","315.02","没有申请退款","无退款申请","2022-02-10 14:32:09","2022-02-10 14:32:19"
="1485479173672323675",="1485479173672323675","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-10 14:24:36","2022-02-10 14:24:44"
="2461226079178161103",="2461226079178161103","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易关闭","9343443000321",="null","238.39","238.39","退款成功","238.39","2022-02-10 14:21:49","2022-02-10 14:21:54"
="2460240217652472041",="2460240217652472041","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005333","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","卖家已发货，等待买家确认","9343443005333",="null","306.52","306.52","没有申请退款","无退款申请","2022-02-10 14:20:57","2022-02-10 14:21:01"
="1485507074760289991",="1485507074760289991","Lovetodream 新生婴儿防惊跳睡袋宝宝襁褓投降式防踢被四季通用款","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","178.68","178.68","没有申请退款","无退款申请","2022-02-10 14:05:36","2022-02-10 14:05:45"
="2459070288154121814",="2459070288154121814","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 13:34:53","2022-02-10 13:35:02"
="1485486986110244797",="1485486986110244797","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443102070",="null","269.43","269.43","没有申请退款","无退款申请","2022-02-10 13:30:11","2022-02-10 13:30:20"
="2460061189070158674",="2460061189070158674","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-10 12:48:32","2022-02-10 12:48:37"
="1484562828581659684",="1484562828581659684","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","179.00","179.00","没有申请退款","无退款申请","2022-02-10 12:47:25","2022-02-10 12:47:28"
="2458965024790860912",="2458965024790860912","lovetodream婴儿睡袋襁褓分腿睡袋四季通用款防惊跳投降式睡袋","499.00","1","9343443005487","颜色分类：灰色（四季通用款） 1.0TOG;长度：【建议大一码】XL码：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443005487",="null","359.00","359.00","没有申请退款","无退款申请","2022-02-10 12:44:42","2022-02-10 12:44:45"
="1484560236743339084",="1484560236743339084","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-10 12:43:37","2022-02-10 12:49:53"
="2461017243011187968",="2461017243011187968","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","等待买家付款","9343443102070",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-10 12:35:56",""
="2459962873971751121",="2459962873971751121","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 12:05:45","2022-02-10 12:05:50"
="1484530608882723692",="1484530608882723692","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004060","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443004060",="null","315.02","315.02","没有申请退款","无退款申请","2022-02-10 12:03:39","2022-02-10 12:03:49"
="2458869444036241558",="2458869444036241558","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443005920",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 12:03:13","2022-02-10 12:03:17"
