"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="1483486538638139985",="1483486538638139985","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易成功","9343443000321",="null","239.47","239.47","没有申请退款","无退款申请","2022-02-06 21:29:07","2022-02-06 21:29:22"
="2453991302805245573",="2453991302805245573","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-06 21:11:59","2022-02-06 21:12:04"
="2453642173036827566",="2453642173036827566","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-06 21:11:21","2022-02-06 21:11:27"
="2453967326405158268",="2453967326405158268","【春节不打烊】Love to dream 婴幼儿过渡期睡袋 秋冬季保暖款防惊跳投降式睡袋","539.00","1","9343443006040","颜色分类：浅紫色(秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】XL：11-14kg (约9-12个月)","null","null","交易关闭","9343443006040",="null","232.80","232.80","退款成功","232.80","2022-02-06 20:53:06","2022-02-06 20:53:30"
="2453956094827754611",="2453956094827754611","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-06 20:46:57","2022-02-06 20:47:05"
="2453960018316050005",="2453960018316050005","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443000345",="null","247.00","247.00","没有申请退款","无退款申请","2022-02-06 20:46:32","2022-02-06 20:46:36"
="2453600413355737337",="2453600413355737337","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-06 20:43:47","2022-02-06 20:43:57"
="2452494636921846100",="2452494636921846100","【春节不打烊】Love to dream 婴幼儿过渡期睡袋 秋冬季保暖款防惊跳投降式睡袋","539.00","1","9343443006026","颜色分类：浅紫色(秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443006026",="null","188.80","188.80","没有申请退款","无退款申请","2022-02-06 20:34:47","2022-02-06 20:34:56"
="2453580073389682836",="2453580073388682836","lovetodream婴儿襁褓期睡袋防踢被防惊跳投降式睡姿四季通用","439.00","1","9343443000444","颜色分类：奶白色（有机棉四季通用款）1.0TOG-非设计师系列;长度：【预售10.28号发货 尺码详询客服】L码：8.5-11kg (约至6个月)","null","null","卖家已发货，等待买家确认","9343443000444",="null","306.52","306.52","没有申请退款","无退款申请","2022-02-06 20:31:26","2022-02-06 20:31:31"
="2453580073390682836",="2453580073388682836","【春节不打烊】lovetodream婴儿宝宝过渡期睡袋春夏轻薄款襁褓防惊跳投降式睡姿","509.00","1","9343443006811","颜色分类：白色（春夏轻薄款）0.2TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443006811",="null","355.02","355.02","没有申请退款","无退款申请","2022-02-06 20:31:26","2022-02-06 20:31:31"
="2453580073391682836",="2453580073388682836","【春节不打烊】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443000840",="null","355.02","355.02","没有申请退款","无退款申请","2022-02-06 20:31:26","2022-02-06 20:31:31"
="2453580073392682836",="2453580073388682836","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-06 20:31:26","2022-02-06 20:31:31"
="2454554991858301202",="2454554991858301202","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005371","颜色分类：粉红色 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443005371",="null","315.33","315.33","没有申请退款","无退款申请","2022-02-06 20:22:52","2022-02-06 20:23:12"
="2453566105035765850",="2453566105035765850","【春节不打烊】lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443102070",="null","279.00","279.00","没有申请退款","无退款申请","2022-02-06 20:21:35","2022-02-06 20:21:42"
="1482561048900225680",="1482561048900225680","【春节不打烊】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","315.02","315.02","买家已经退货，等待卖家确认收货","0.00","2022-02-06 20:19:25","2022-02-06 20:19:32"
="1483407589970892778",="1483407589970892778","【春节不打烊】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004060","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443004060",="null","337.65","337.65","没有申请退款","无退款申请","2022-02-06 20:07:46","2022-02-06 20:07:56"
="1483405501814322095",="1483405501814322095","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","243.89","225.60","没有申请退款","无退款申请","2022-02-06 20:02:09","2022-02-06 20:02:26"
="2454517659811497950",="2454517659811497950","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-06 19:58:56","2022-02-06 19:59:04"
="2453884130821765850",="2453884130821765850","【春节不打烊】lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","交易关闭","9343443102070",="null","279.00","279.00","退款成功","279.00","2022-02-06 19:58:05","2022-02-06 19:58:11"
="1483518615297918777",="1483518615297918777","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-06 19:19:59","2022-02-06 19:20:08"
="2454444903137907203",="2454444903137907203","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-06 19:08:48","2022-02-06 19:08:51"
="2453447953652386824",="2453447953652386824","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443005951",="null","143.63","143.63","没有申请退款","无退款申请","2022-02-06 19:06:19","2022-02-06 19:06:30"
="2454404223752602368",="2454404223752602368","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","178.68","178.68","没有申请退款","无退款申请","2022-02-06 18:45:33","2022-02-06 18:45:41"
="2453384917032549321",="2453384917032549321","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-06 18:23:01","2022-02-06 18:23:29"
="1483491147872056875",="1483491147872056875","【春节不打烊】Love to dream 婴儿睡袋襁褓新生儿保暖睡袋防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【建议大一码】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443005951",="null","164.63","164.63","没有申请退款","无退款申请","2022-02-06 18:18:54","2022-02-06 18:19:06"
="1483396142361897380",="1483396142361897380","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443005340",="null","316.00","316.00","没有申请退款","无退款申请","2022-02-06 18:08:07","2022-02-06 18:08:12"
="1483481679274754295",="1483481679274754295","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-06 17:58:58","2022-02-06 17:59:02"
="2452238352152714670",="2452238352152714670","lovetodream新生婴儿襁褓期竹纤维宝宝薄睡袋防踢被防惊跳投降式","439.00","1","9343443005258","颜色分类：灰色（竹纤维春夏轻薄款）0.2TOG;长度：【尺码详询客服】S：3.5-6kg (约1-3个月)","null","null","交易成功","9343443005258",="null","315.87","315.87","没有申请退款","无退款申请","2022-02-06 17:52:26","2022-02-06 17:52:30"
="2452206312518409225",="2452206312518409225","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","286.65","286.65","退款成功","286.65","2022-02-06 17:36:24","2022-02-06 17:36:29"
="2454286935638897419",="2454286935638897419","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","177.43","177.43","没有申请退款","无退款申请","2022-02-06 17:31:56","2022-02-06 17:32:00"
="2452196412227605900",="2452196412227605900","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005333","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","交易成功","9343443005333",="null","306.52","306.52","没有申请退款","无退款申请","2022-02-06 17:29:32","2022-02-06 17:29:35"
="2453635478708914739",="2453635478707914739","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005913","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443005913",="null","177.29","177.29","买家已经退货，等待卖家确认收货","0.00","2022-02-06 17:24:06","2022-02-06 17:24:13"
="2453635478709914739",="2453635478707914739","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","177.29","177.29","买家已经退货，等待卖家确认收货","0.00","2022-02-06 17:24:06","2022-02-06 17:24:13"
="2453263561841953948",="2453263561841953948","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-06 17:14:46","2022-02-06 17:14:49"
="1483368926402320990",="1483368926402320990","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","238.39","238.39","退款成功","238.39","2022-02-06 17:10:23","2022-02-06 17:10:29"
="2453245417855804944",="2453245417855804944","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443002257",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-06 17:04:47","2022-02-06 17:04:56"
="2454229263619552156",="2454229263619552156","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","179.00","179.00","没有申请退款","无退款申请","2022-02-06 17:00:17","2022-02-06 17:00:32"
="1483359386817797090",="1483359386817797090","【春节不打烊】Love to dream新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","交易成功","9343443000307",="null","240.09","240.09","没有申请退款","无退款申请","2022-02-06 16:52:48","2022-02-06 16:52:55"
="1483359818127940398",="1483359818127940398","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100953",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-06 16:50:36","2022-02-06 16:50:41"
="2453212333308051516",="2453212333308051516","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443005920",="null","133.63","133.63","退款成功","133.63","2022-02-06 16:41:47","2022-02-06 16:41:50"
="2452105800121496138",="2452105800121496138","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","238.39","215.15","没有申请退款","无退款申请","2022-02-06 16:35:23","2022-02-06 16:37:03"
="1483441035617823479",="1483441035617823479","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-06 16:32:42","2022-02-06 16:32:56"
="2454180843877953859",="2454180843877953859","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100953",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-06 16:31:30","2022-02-06 16:31:48"
="2453182129361291500",="2453182129361291500","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","286.10","286.10","没有申请退款","无退款申请","2022-02-06 16:24:13","2022-02-06 16:24:21"
="2452065876357881432",="2452065876357881432","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","176.96","176.96","卖家已经同意退款，等待买家退货","0.00","2022-02-06 16:11:25","2022-02-06 16:11:30"
="2453456738478387460",="2453456738478387460","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000345",="null","286.96","286.96","退款成功","286.96","2022-02-06 15:35:34","2022-02-06 15:35:43"
="2454089583663610633",="2454089583663610633","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","交易成功","9343443005340",="null","316.00","316.00","没有申请退款","无退款申请","2022-02-06 15:32:32","2022-02-06 15:32:37"
="2454089115606750834",="2454089115606750834","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443005951",="null","173.63","173.63","退款成功","173.63","2022-02-06 15:32:02","2022-02-06 15:32:09"
="1483280437750623888",="1483280437750623888","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443002257",="null","178.46","178.46","退款成功","178.46","2022-02-06 15:29:41","2022-02-06 15:29:46"
="2453435534923382333",="2453435534923382333","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100915","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100915",="null","286.27","286.27","没有申请退款","无退款申请","2022-02-06 15:21:48","2022-02-06 15:22:56"
="1483410183623698292",="1483410183623698292","lovetodream新生婴儿宝宝襁褓期睡袋夏季薄款防惊跳投降式睡姿","399.00","1","9343443007979","颜色分类：蓝色星空（春夏轻薄款）0.2TOG;长度：【尺码详询客服】S码：3.5-6kg (约1-3个月)","null","null","卖家已发货，等待买家确认","9343443007979",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-06 15:19:05","2022-02-06 15:19:09"
="2454037887505195357",="2454037887505195357","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443005920",="null","178.70","178.70","没有申请退款","无退款申请","2022-02-06 14:57:14","2022-02-06 14:57:22"
="2454036375590791701",="2454036375590791701","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005913","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443005913",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-06 14:54:10","2022-02-06 14:54:14"
="1482416328587569786",="1482416328587569786","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","258.39","258.39","没有申请退款","无退款申请","2022-02-06 14:51:22","2022-02-06 14:51:30"
="2453380778569771043",="2453380778569771043","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","177.36","177.36","没有申请退款","无退款申请","2022-02-06 14:47:18","2022-02-06 14:47:25"
="2454014271953129244",="2454014271953129244","【春节不打烊】lovetodream婴儿宝宝过渡期睡袋春夏轻薄款襁褓防惊跳投降式睡姿","509.00","1","9343443006804","颜色分类：白色（春夏轻薄款）0.2TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","交易成功","9343443006804",="null","355.02","355.02","没有申请退款","无退款申请","2022-02-06 14:40:35","2022-02-06 14:40:50"
="2453018401639455449",="2453018401639455449","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-06 14:37:42","2022-02-06 14:43:45"
="2452983841459053725",="2452983841459053725","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443000345",="null","241.04","241.04","没有申请退款","无退款申请","2022-02-06 14:13:41","2022-02-06 14:13:58"
="2451876876802368408",="2451876876802368408","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","238.39","220.52","没有申请退款","无退款申请","2022-02-06 14:09:17","2022-02-06 14:09:26"
="2452926457399035767",="2452926457399035767","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易成功","9343443100953",="null","283.57","283.57","没有申请退款","无退款申请","2022-02-06 13:36:46","2022-02-06 13:36:52"
="2453272130712382843",="2453272130712382843","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443000376",="null","280.22","280.22","没有申请退款","无退款申请","2022-02-06 13:34:06","2022-02-06 13:34:17"
="2453269358830619336",="2453269358830619336","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002264","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443002264",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-06 13:32:50","2022-02-06 13:32:54"
="2451823416636078068",="2451823416636078068","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","238.39","238.39","买家已经退货，等待卖家确认收货","0.00","2022-02-06 13:32:17","2022-02-06 13:32:23"
="2451808152642136773",="2451808152642136773","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443000376",="null","285.43","285.43","没有申请退款","无退款申请","2022-02-06 13:21:55","2022-02-06 13:21:59"
="2452895173997467328",="2452895173997467328","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-06 13:16:19","2022-02-06 13:16:24"
="2452884697777571819",="2452884697777571819","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-06 13:10:19","2022-02-06 13:10:32"
